INIT;STARTED;2022-10-09_17:03:12.384;
2022-10-09_17:16:24.563;47.20548095598549;18.25931308218563;
2022-10-09_17:16:25.564;47.20548408387817;18.259286212242046;
2022-10-09_17:16:26.561;47.20548408387817;18.259286212242046;
2022-10-09_17:16:27.564;47.20548408387817;18.259286212242046;
2022-10-09_17:16:28.569;47.20548408387817;18.259286212242046;
2022-10-09_17:16:29.558;47.20548408387817;18.259286212242046;
2022-10-09_17:16:30.564;47.20548408387817;18.259286212242046;
2022-10-09_17:16:31.560;47.20548408387817;18.259286212242046;
2022-10-09_17:16:32.567;47.20548408387817;18.259286212242046;
2022-10-09_17:16:33.563;47.20548408387817;18.259286212242046;
2022-10-09_17:16:34.564;47.20548408387817;18.259286212242046;
2022-10-09_17:16:35.558;47.20548408387817;18.259286212242046;
2022-10-09_17:16:36.563;47.20548408387817;18.259286212242046;
2022-10-09_17:16:37.565;47.20548408387817;18.259286212242046;
2022-10-09_17:16:38.565;47.20548408387817;18.259286212242046;
2022-10-09_17:16:39.563;47.20548408387817;18.259286212242046;
2022-10-09_17:16:40.562;47.20548408387817;18.259286212242046;
2022-10-09_17:16:41.556;47.20548408387817;18.259286212242046;
2022-10-09_17:16:42.561;47.20548408387817;18.259286212242046;
2022-10-09_17:16:43.565;47.20548408387817;18.259286212242046;
2022-10-09_17:16:44.563;47.20548408387817;18.259286212242046;
2022-10-09_17:16:45.564;47.20548408387817;18.259286212242046;
2022-10-09_17:16:46.560;47.20548408387817;18.259286212242046;
2022-10-09_17:16:47.557;47.20548408387817;18.259286212242046;
2022-10-09_17:16:48.566;47.20548408387817;18.259286212242046;
2022-10-09_17:16:49.553;47.20548408387817;18.259286212242046;
2022-10-09_17:16:50.563;47.20548408387817;18.259286212242046;
2022-10-09_17:16:51.568;47.20547989260572;18.259282297448607;
2022-10-09_17:16:52.562;47.205480991319796;18.259260107385668;
2022-10-09_17:16:53.558;47.20548347986391;18.259224347200075;
2022-10-09_17:16:54.564;47.205487120008456;18.259179781554785;
2022-10-09_17:16:55.559;47.20548845586564;18.25912340297427;
2022-10-09_17:16:56.566;47.20548350774245;18.259056404480024;
2022-10-09_17:16:57.570;47.20547698350184;18.258998927540894;
2022-10-09_17:16:58.553;47.20547221476643;18.2589343039779;
2022-10-09_17:16:59.564;47.20546901865523;18.258866785448426;
2022-10-09_17:17:00.572;47.20546529821491;18.258786691254752;
2022-10-09_17:17:01.559;47.205459475388096;18.258698127666065;
2022-10-09_17:17:02.565;47.205452369531564;18.25861158725582;
2022-10-09_17:17:03.572;47.20544680021979;18.258525845848567;
2022-10-09_17:17:04.563;47.205439496976815;18.25843705400266;
2022-10-09_17:17:05.564;47.20543093752222;18.258339458657865;
2022-10-09_17:17:06.564;47.205424461202874;18.258236767988937;
2022-10-09_17:17:07.568;47.205412918469065;18.25812870988056;
2022-10-09_17:17:08.564;47.20540302830531;18.258012300965827;
2022-10-09_17:17:09.561;47.20539368710017;18.257896124428743;
2022-10-09_17:17:10.565;47.2053832570024;18.25777521703659;
2022-10-09_17:17:11.560;47.20537168710316;18.257651458116104;
2022-10-09_17:17:12.564;47.205357884825794;18.25751947777804;
2022-10-09_17:17:13.562;47.205338587796774;18.257377046025603;
2022-10-09_17:17:14.566;47.20531523347194;18.257230550734125;
2022-10-09_17:17:15.562;47.20529350169725;18.25708433406883;
2022-10-09_17:17:16.565;47.20526950648147;18.25693207593062;
2022-10-09_17:17:17.558;47.205243248679274;18.2567824696894;
2022-10-09_17:17:18.560;47.20521359246377;18.256631688633348;
2022-10-09_17:17:19.571;47.205181642446085;18.25648097981015;
2022-10-09_17:17:20.566;47.20514595577715;18.256327684841114;
2022-10-09_17:17:21.558;47.205106147409;18.25617509609646;
2022-10-09_17:17:22.562;47.20506250784365;18.256019960161588;
2022-10-09_17:17:23.556;47.20501824483478;18.25586778158418;
2022-10-09_17:17:24.563;47.20496692636843;18.25572056277969;
2022-10-09_17:17:25.567;47.204913254845245;18.255574080106932;
2022-10-09_17:17:26.561;47.2048562134289;18.255431997593412;
2022-10-09_17:17:27.564;47.204792552872966;18.255291840095673;
2022-10-09_17:17:28.567;47.204729582612615;18.255154858229055;
2022-10-09_17:17:29.568;47.20466366081821;18.255015132730037;
2022-10-09_17:17:30.570;47.20459968787847;18.254877328346364;
2022-10-09_17:17:31.569;47.2045351777574;18.254735218772783;
2022-10-09_17:17:32.568;47.204470333038685;18.254591831218043;
2022-10-09_17:17:33.560;47.204405746079026;18.254445868643636;
2022-10-09_17:17:34.567;47.2043404368922;18.25430077394213;
2022-10-09_17:17:35.560;47.204275610291305;18.254155756341696;
2022-10-09_17:17:36.549;47.204209264752315;18.254012904442327;
2022-10-09_17:17:37.564;47.20414667349554;18.253869291250393;
2022-10-09_17:17:38.565;47.204081576152845;18.253725683827273;
2022-10-09_17:17:39.565;47.20401474385001;18.253581893656605;
2022-10-09_17:17:40.565;47.20394960710184;18.253434997768373;
2022-10-09_17:17:41.559;47.20388251128344;18.25328617098949;
2022-10-09_17:17:42.565;47.20381706832242;18.25313909598513;
2022-10-09_17:17:43.569;47.203753849008685;18.252994365508687;
2022-10-09_17:17:44.563;47.203690552926325;18.25284962085028;
2022-10-09_17:17:45.562;47.20362532461915;18.252706467330494;
2022-10-09_17:17:46.564;47.20355741684304;18.252560315867417;
2022-10-09_17:17:47.554;47.20348566522507;18.252410163604416;
2022-10-09_17:17:48.567;47.203415057964584;18.252260105075422;
2022-10-09_17:17:49.560;47.20334263048836;18.252109006347915;
2022-10-09_17:17:50.562;47.20327051465612;18.25195283239626;
2022-10-09_17:17:51.558;47.20319839785673;18.25179952316751;
2022-10-09_17:17:52.562;47.20312663311795;18.251647908331176;
2022-10-09_17:17:53.561;47.203052254317726;18.251497459075704;
2022-10-09_17:17:54.564;47.20297422388942;18.251346835672535;
2022-10-09_17:17:55.573;47.20290014594451;18.251199357988988;
2022-10-09_17:17:56.566;47.202821078808846;18.25104993331722;
2022-10-09_17:17:57.560;47.20274140768503;18.250896735264217;
2022-10-09_17:17:58.565;47.2026625602132;18.25074342312727;
2022-10-09_17:17:59.549;47.202581190610545;18.25059258390104;
2022-10-09_17:18:00.561;47.20249652768599;18.250439441127654;
2022-10-09_17:18:01.561;47.20241442727503;18.25028654688816;
2022-10-09_17:18:02.563;47.202332542184166;18.250133391646962;
2022-10-09_17:18:03.551;47.20225068805345;18.24997736470922;
2022-10-09_17:18:04.562;47.202168877797384;18.24982005796194;
2022-10-09_17:18:05.574;47.20208737925325;18.249661623917135;
2022-10-09_17:18:06.562;47.20200518952552;18.24950421734273;
2022-10-09_17:18:07.563;47.20192339467385;18.249343876717553;
2022-10-09_17:18:08.562;47.20184519611603;18.249184146230874;
2022-10-09_17:18:09.561;47.201761713559634;18.249021264592148;
2022-10-09_17:18:10.567;47.2016789398524;18.24885589998534;
2022-10-09_17:18:11.564;47.20160040338341;18.248691433606204;
2022-10-09_17:18:12.566;47.20151636234025;18.248520867337028;
2022-10-09_17:18:13.558;47.201437245187904;18.248346752257184;
2022-10-09_17:18:14.563;47.20135916076092;18.248168179541437;
2022-10-09_17:18:15.561;47.20128509048645;18.247984230296208;
2022-10-09_17:18:16.565;47.201214664743965;18.24779495492425;
2022-10-09_17:18:17.561;47.20114496255567;18.24760225801084;
2022-10-09_17:18:18.564;47.20107796473069;18.247406405058854;
2022-10-09_17:18:19.567;47.20101360314672;18.247210116075372;
2022-10-09_17:18:20.567;47.200951358844335;18.247012600550573;
2022-10-09_17:18:21.559;47.200894878998305;18.246811553483916;
2022-10-09_17:18:22.562;47.20084494328913;18.246604225959494;
2022-10-09_17:18:23.555;47.20080281300454;18.24639175731272;
2022-10-09_17:18:24.561;47.200776891629495;18.246164165513736;
2022-10-09_17:18:25.565;47.2007540316827;18.24592926473718;
2022-10-09_17:18:26.564;47.200734647509755;18.24568721230355;
2022-10-09_17:18:27.570;47.200717881605364;18.24544961684019;
2022-10-09_17:18:28.565;47.20069813056054;18.245218100807957;
2022-10-09_17:18:29.561;47.20067574376071;18.244984981638623;
2022-10-09_17:18:30.564;47.200651834252234;18.244740892250334;
2022-10-09_17:18:31.560;47.200630196596556;18.244505695786625;
2022-10-09_17:18:32.560;47.20060634565179;18.24427330131842;
2022-10-09_17:18:33.558;47.20058618201599;18.244057072939608;
2022-10-09_17:18:34.564;47.20056244169876;18.24383327087309;
2022-10-09_17:18:35.557;47.200539041492554;18.243602483291916;
2022-10-09_17:18:36.564;47.200512168151086;18.243367992231942;
2022-10-09_17:18:37.570;47.200491442827946;18.243141875339543;
2022-10-09_17:18:38.562;47.200468685135235;18.242909961347507;
2022-10-09_17:18:39.559;47.200445902091126;18.242680982987704;
2022-10-09_17:18:40.565;47.20042382829135;18.242450208853704;
2022-10-09_17:18:41.556;47.200394524225906;18.2422103066886;
2022-10-09_17:18:42.564;47.20037210072006;18.24198615269375;
2022-10-09_17:18:43.568;47.20034650830141;18.241763185905736;
2022-10-09_17:18:44.562;47.20031551508977;18.241542768608326;
2022-10-09_17:18:45.561;47.200292533542424;18.24132359948385;
2022-10-09_17:18:46.563;47.20026304961396;18.241099625503118;
2022-10-09_17:18:47.560;47.2002420356562;18.240877247854705;
2022-10-09_17:18:48.560;47.200220618801275;18.240659478730745;
2022-10-09_17:18:49.564;47.20019603046309;18.240437984352408;
2022-10-09_17:18:50.565;47.20017037856307;18.24021827902633;
2022-10-09_17:18:51.563;47.20012323587538;18.239972336384394;
2022-10-09_17:18:52.565;47.20009789499;18.239751538067914;
2022-10-09_17:18:53.560;47.200073950713595;18.239529228044557;
2022-10-09_17:18:54.563;47.20005168516883;18.239312258451644;
2022-10-09_17:18:55.556;47.20002915240642;18.23909554182624;
2022-10-09_17:18:56.563;47.2000067961514;18.238886456862033;
2022-10-09_17:18:57.562;47.199992467969516;18.23867578617064;
2022-10-09_17:18:58.562;47.199966886895254;18.23845929076399;
2022-10-09_17:18:59.561;47.19994408042031;18.238256819015806;
2022-10-09_17:19:00.564;47.199920266401925;18.238052928939425;
2022-10-09_17:19:01.558;47.19988859571236;18.237841301188496;
2022-10-09_17:19:02.568;47.19986768567202;18.23763782439517;
2022-10-09_17:19:03.556;47.19984627575554;18.237435552673745;
2022-10-09_17:19:04.564;47.19982399384304;18.23723703070298;
2022-10-09_17:19:05.570;47.19980001470676;18.237043101805682;
2022-10-09_17:19:06.565;47.19978310892528;18.236860276104423;
2022-10-09_17:19:07.558;47.19977285483232;18.236675995413204;
2022-10-09_17:19:08.562;47.19974980465907;18.236487712653847;
2022-10-09_17:19:09.573;47.199731224210495;18.236310569851614;
2022-10-09_17:19:10.563;47.19971101700412;18.236130735768437;
2022-10-09_17:19:11.574;47.199683438769696;18.23595990952799;
2022-10-09_17:19:12.566;47.19965239306024;18.23580765658944;
2022-10-09_17:19:13.559;47.199626904967246;18.23567526740473;
2022-10-09_17:19:14.548;47.19959461596514;18.235555817285167;
2022-10-09_17:19:15.557;47.199555706298;18.235448656988304;
2022-10-09_17:19:16.567;47.19950431667795;18.235367704629788;
2022-10-09_17:19:17.559;47.19945118412355;18.2353076169258;
2022-10-09_17:19:18.562;47.19939580842865;18.235260874128798;
2022-10-09_17:19:19.559;47.19933914147536;18.2352406889337;
2022-10-09_17:19:20.550;47.19928572981726;18.235222741987826;
2022-10-09_17:19:21.564;47.19922756710373;18.2351816415667;
2022-10-09_17:19:22.563;47.19918538277284;18.235124052635193;
2022-10-09_17:19:23.556;47.199156618615596;18.235049171164636;
2022-10-09_17:19:24.565;47.1991483402958;18.234957904659424;
2022-10-09_17:19:25.563;47.19915693446281;18.23486338527348;
2022-10-09_17:19:26.565;47.19916351792344;18.234763377228695;
2022-10-09_17:19:27.561;47.19916849521022;18.234658756973964;
2022-10-09_17:19:28.563;47.19916683593585;18.234547306533003;
2022-10-09_17:19:29.557;47.19916505262495;18.23443087310391;
2022-10-09_17:19:30.564;47.19916462413191;18.234306748750427;
2022-10-09_17:19:31.558;47.19916687739731;18.23418418645105;
2022-10-09_17:19:32.566;47.19916809889199;18.234050336601957;
2022-10-09_17:19:33.561;47.19917156558012;18.233918596271916;
2022-10-09_17:19:34.562;47.19917038046319;18.23377391571938;
2022-10-09_17:19:35.547;47.19916819990028;18.233631465634424;
2022-10-09_17:19:36.560;47.19917512572902;18.23349403188485;
2022-10-09_17:19:37.556;47.19917960636011;18.233350140889215;
2022-10-09_17:19:38.566;47.19917806325187;18.233199185638334;
2022-10-09_17:19:39.557;47.19917964141789;18.2330494613808;
2022-10-09_17:19:40.563;47.19917628589255;18.23288767461729;
2022-10-09_17:19:41.560;47.19918043919214;18.232731938658013;
2022-10-09_17:19:42.562;47.19917856436033;18.23256675758432;
2022-10-09_17:19:43.556;47.1991810984839;18.23240352378237;
2022-10-09_17:19:44.560;47.19918078228814;18.232234511518914;
2022-10-09_17:19:45.557;47.199178451363515;18.232063480669556;
2022-10-09_17:19:46.562;47.19917583533267;18.231886029953632;
2022-10-09_17:19:47.557;47.199178369739194;18.231715024535674;
2022-10-09_17:19:48.567;47.19918060452928;18.231533781491557;
2022-10-09_17:19:49.556;47.199183849215835;18.23134176272087;
2022-10-09_17:19:50.561;47.19918641896616;18.23116721457713;
2022-10-09_17:19:51.571;47.19918799658926;18.23099221444173;
2022-10-09_17:19:52.562;47.199190218813534;18.230814109285244;
2022-10-09_17:19:53.556;47.19919148184595;18.230621820758987;
2022-10-09_17:19:54.568;47.19919168904326;18.230421910752547;
2022-10-09_17:19:55.558;47.199196377216204;18.23023763842469;
2022-10-09_17:19:56.567;47.19919965871685;18.230047750309044;
2022-10-09_17:19:57.559;47.199203551994756;18.229851464382612;
2022-10-09_17:19:58.561;47.199213848556425;18.229657814736765;
2022-10-09_17:19:59.563;47.19921858761387;18.229447071208888;
2022-10-09_17:20:00.562;47.19922419541967;18.229237551475585;
2022-10-09_17:20:01.555;47.19922947568163;18.229021886714172;
2022-10-09_17:20:02.562;47.19923626560272;18.22880609728976;
2022-10-09_17:20:03.557;47.19923689169991;18.22859384650753;
2022-10-09_17:20:04.564;47.19923824867433;18.228386191961533;
2022-10-09_17:20:05.559;47.19924157329942;18.228174031975094;
2022-10-09_17:20:06.565;47.19924400830335;18.22795559712987;
2022-10-09_17:20:07.554;47.19925002644212;18.227729199680002;
2022-10-09_17:20:08.564;47.19925193207625;18.227494664054653;
2022-10-09_17:20:09.563;47.199253251991834;18.227265802716822;
2022-10-09_17:20:10.571;47.19925509934793;18.22703490322085;
2022-10-09_17:20:11.559;47.19925762501252;18.22679746205611;
2022-10-09_17:20:12.564;47.19926101836432;18.226557111365285;
2022-10-09_17:20:13.558;47.19926220307043;18.226322650227882;
2022-10-09_17:20:14.564;47.199264155314665;18.226093316668244;
2022-10-09_17:20:15.560;47.19927134881353;18.225863219058443;
2022-10-09_17:20:16.564;47.19928389301422;18.225627915004004;
2022-10-09_17:20:17.559;47.199302721594584;18.22539905134268;
2022-10-09_17:20:18.565;47.199322099989956;18.225161480556775;
2022-10-09_17:20:19.559;47.19934544712864;18.22493848060694;
2022-10-09_17:20:20.560;47.19937781934553;18.224716502502936;
2022-10-09_17:20:21.559;47.199413263577824;18.224504087702677;
2022-10-09_17:20:22.561;47.19945256593768;18.224309944850894;
2022-10-09_17:20:23.558;47.19949665169594;18.22411142999019;
2022-10-09_17:20:24.566;47.199543563843626;18.22391562840391;
2022-10-09_17:20:25.559;47.19958799989021;18.223720666143464;
2022-10-09_17:20:26.560;47.1996294480495;18.223532417351322;
2022-10-09_17:20:27.557;47.19967750678483;18.223349480767343;
2022-10-09_17:20:28.563;47.19973060878665;18.223162518108825;
2022-10-09_17:20:29.559;47.19978479594839;18.222962743660133;
2022-10-09_17:20:30.563;47.19983543485585;18.22278305029374;
2022-10-09_17:20:31.556;47.19988604383967;18.22259225396507;
2022-10-09_17:20:32.561;47.1999351850096;18.222399489431712;
2022-10-09_17:20:33.559;47.199990965268604;18.222209175226517;
2022-10-09_17:20:34.564;47.20004526811876;18.222027600320995;
2022-10-09_17:20:35.559;47.20009783951438;18.221851060175286;
2022-10-09_17:20:36.557;47.20015214915429;18.221669576828415;
2022-10-09_17:20:37.557;47.20020153868235;18.22149847406527;
2022-10-09_17:20:38.561;47.200258602606986;18.221310790302695;
2022-10-09_17:20:39.560;47.2003156251857;18.22112783891825;
2022-10-09_17:20:40.567;47.2003627206151;18.22094413244475;
2022-10-09_17:20:41.557;47.20040999349829;18.22076490735016;
2022-10-09_17:20:42.560;47.20045968787067;18.22057930014939;
2022-10-09_17:20:43.556;47.20050963253139;18.22039819058923;
2022-10-09_17:20:44.558;47.20056154093609;18.220218964809238;
2022-10-09_17:20:45.558;47.200615138329844;18.220035856045264;
2022-10-09_17:20:46.568;47.200666033713134;18.219852038191984;
2022-10-09_17:20:47.563;47.20071368544993;18.219674670997104;
2022-10-09_17:20:48.561;47.20076025607378;18.219489676553803;
2022-10-09_17:20:49.560;47.20080153033517;18.219296276240343;
2022-10-09_17:20:50.560;47.200838967263394;18.219105669235415;
2022-10-09_17:20:51.542;47.20087120406268;18.218910710006387;
2022-10-09_17:20:52.563;47.200901131635;18.21871588569541;
2022-10-09_17:20:53.560;47.20092815384088;18.21852137974028;
2022-10-09_17:20:54.565;47.200954536340454;18.218321694287393;
2022-10-09_17:20:55.559;47.200976216647604;18.21811067692734;
2022-10-09_17:20:56.565;47.200994395574035;18.217894066779163;
2022-10-09_17:20:57.563;47.20100702580798;18.217683508716178;
2022-10-09_17:20:58.568;47.201013875691196;18.217474931505997;
2022-10-09_17:20:59.557;47.20101545260144;18.217271565805383;
2022-10-09_17:21:00.564;47.20101136961578;18.21706390965663;
2022-10-09_17:21:01.563;47.201001310756645;18.216853180359376;
2022-10-09_17:21:02.562;47.20098112669022;18.216642849075047;
2022-10-09_17:21:03.557;47.20096269747286;18.21643494973648;
2022-10-09_17:21:04.565;47.20093844330644;18.216236717973867;
2022-10-09_17:21:05.574;47.20091361142439;18.216031106566355;
2022-10-09_17:21:06.567;47.2008846530196;18.21581904296598;
2022-10-09_17:21:07.557;47.20085489512276;18.215624173982523;
2022-10-09_17:21:08.564;47.20082263059601;18.215426919034982;
2022-10-09_17:21:09.563;47.20078422757057;18.215223137195466;
2022-10-09_17:21:10.557;47.200744258010545;18.21501469753953;
2022-10-09_17:21:11.565;47.200707360681726;18.21480767008897;
2022-10-09_17:21:12.564;47.2006750064479;18.214601055305295;
2022-10-09_17:21:13.558;47.20064009353339;18.214391252340633;
2022-10-09_17:21:14.560;47.200604093299745;18.21417979327802;
2022-10-09_17:21:15.562;47.20056715087109;18.213967401315845;
2022-10-09_17:21:16.561;47.20052967256394;18.21375355244662;
2022-10-09_17:21:17.561;47.200492637411266;18.21354162551605;
2022-10-09_17:21:18.561;47.20045573777327;18.213330447995588;
2022-10-09_17:21:19.559;47.20041935056903;18.21312186755797;
2022-10-09_17:21:20.567;47.20038182340709;18.2129130349888;
2022-10-09_17:21:21.565;47.2003448954551;18.212706844764973;
2022-10-09_17:21:22.551;47.20031159557958;18.21250627446489;
2022-10-09_17:21:23.559;47.20028022928427;18.21230795768269;
2022-10-09_17:21:24.561;47.200246341542496;18.212105403830172;
2022-10-09_17:21:25.562;47.2002111690031;18.211904117750716;
2022-10-09_17:21:26.559;47.20017549808106;18.211703587799697;
2022-10-09_17:21:27.559;47.20014033809107;18.211504432421716;
2022-10-09_17:21:28.569;47.20010357572445;18.211306751168188;
2022-10-09_17:21:29.561;47.20007009954156;18.21110979497451;
2022-10-09_17:21:30.564;47.20003822715995;18.21091355841722;
2022-10-09_17:21:31.562;47.200003940263024;18.21071449182039;
2022-10-09_17:21:32.556;47.199964256832914;18.210513008546467;
2022-10-09_17:21:33.563;47.19992514081541;18.210314258637574;
2022-10-09_17:21:34.559;47.19988543297423;18.210109903092153;
2022-10-09_17:21:35.548;47.199852474376755;18.20991227395633;
2022-10-09_17:21:36.559;47.19981763379861;18.209710827036133;
2022-10-09_17:21:37.555;47.19978159029544;18.209506860682684;
2022-10-09_17:21:38.564;47.19974340548363;18.209298897449496;
2022-10-09_17:21:39.544;47.199706350405926;18.209091060498817;
2022-10-09_17:21:40.567;47.199671175758816;18.208885607962387;
2022-10-09_17:21:41.564;47.1996349302623;18.208676076349782;
2022-10-09_17:21:42.563;47.199596091375014;18.208462726897718;
2022-10-09_17:21:43.563;47.19955459519208;18.208246951624602;
2022-10-09_17:21:44.559;47.19951564625602;18.20803376846133;
2022-10-09_17:21:45.575;47.199476656572315;18.207819866477628;
2022-10-09_17:21:46.567;47.1994384268799;18.207606925033446;
2022-10-09_17:21:47.562;47.199400806048445;18.207393431764228;
2022-10-09_17:21:48.560;47.19936275469923;18.207175273539754;
2022-10-09_17:21:49.561;47.1993242044175;18.20695646742668;
2022-10-09_17:21:50.559;47.199285846458324;18.206736912415796;
2022-10-09_17:21:51.559;47.1992488726755;18.206516787681444;
2022-10-09_17:21:52.563;47.199210759486164;18.206297505621205;
2022-10-09_17:21:53.556;47.19917134563292;18.206073541319512;
2022-10-09_17:21:54.566;47.19912981000291;18.205846769358526;
2022-10-09_17:21:55.561;47.19908781672548;18.205618735938167;
2022-10-09_17:21:56.563;47.19904778256921;18.205391104611675;
2022-10-09_17:21:57.559;47.199002625186175;18.205154042259586;
2022-10-09_17:21:58.562;47.198963468719505;18.204927321992162;
2022-10-09_17:21:59.564;47.19892834498687;18.20470327471706;
2022-10-09_17:22:00.559;47.198887840187474;18.204474283668585;
2022-10-09_17:22:01.558;47.19884457825881;18.20424327483755;
2022-10-09_17:22:02.561;47.198797466313884;18.204011118052406;
2022-10-09_17:22:03.555;47.19875143547403;18.203782065314726;
2022-10-09_17:22:04.566;47.19870418614132;18.20355409162457;
2022-10-09_17:22:05.557;47.198659837220525;18.203328134282103;
2022-10-09_17:22:06.561;47.19861463565;18.203100700496876;
2022-10-09_17:22:07.561;47.19857607567766;18.202877044172872;
2022-10-09_17:22:08.566;47.198538572319876;18.202650094777088;
2022-10-09_17:22:09.559;47.19849909542322;18.202421643157315;
2022-10-09_17:22:10.564;47.19846101206021;18.202199485733065;
2022-10-09_17:22:11.565;47.19842097221655;18.201970289200666;
2022-10-09_17:22:12.569;47.198383546320414;18.20174222527821;
2022-10-09_17:22:13.560;47.198344182588876;18.201509642694944;
2022-10-09_17:22:14.560;47.198302277933216;18.201281631755005;
2022-10-09_17:22:15.570;47.198259590402984;18.20105065237436;
2022-10-09_17:22:16.564;47.198221045663985;18.200822505352168;
2022-10-09_17:22:17.559;47.19818047277544;18.200590201457725;
2022-10-09_17:22:18.560;47.19813943868002;18.20036180432504;
2022-10-09_17:22:19.565;47.19809801903795;18.200125328779777;
2022-10-09_17:22:20.560;47.19805721674028;18.19989272058653;
2022-10-09_17:22:21.556;47.19802883079982;18.199665335699905;
2022-10-09_17:22:22.565;47.19798775513081;18.19943347488742;
2022-10-09_17:22:23.559;47.19794819770522;18.199208977813072;
2022-10-09_17:22:24.559;47.19790712479742;18.198976398738395;
2022-10-09_17:22:25.561;47.197864359352266;18.198749207260718;
2022-10-09_17:22:26.562;47.19782275216901;18.198520852902664;
2022-10-09_17:22:27.557;47.197781483431505;18.19829517559845;
2022-10-09_17:22:28.569;47.19773841494407;18.19807554639204;
2022-10-09_17:22:29.561;47.19769946338095;18.197854352569035;
2022-10-09_17:22:30.567;47.19765647475745;18.1976266676154;
2022-10-09_17:22:31.561;47.19760917169817;18.19740126177519;
2022-10-09_17:22:32.562;47.19757185774417;18.197177133060595;
2022-10-09_17:22:33.560;47.197534672342854;18.196961104073726;
2022-10-09_17:22:34.567;47.19750102643624;18.196744838780265;
2022-10-09_17:22:35.563;47.19747230438826;18.196527968950207;
2022-10-09_17:22:36.563;47.19744481234339;18.19630991809766;
2022-10-09_17:22:37.559;47.19741994108317;18.196090911891133;
2022-10-09_17:22:38.564;47.19738548745708;18.195867985934196;
2022-10-09_17:22:39.555;47.19736195506115;18.195648127051097;
2022-10-09_17:22:40.561;47.19734114490425;18.195423921097465;
2022-10-09_17:22:41.557;47.197315673227386;18.195207416365754;
2022-10-09_17:22:42.548;47.19728642609871;18.194984486655684;
2022-10-09_17:22:43.557;47.19726189552794;18.19476194776091;
2022-10-09_17:22:44.563;47.19724243422934;18.194534557690343;
2022-10-09_17:22:45.541;47.19722864355066;18.194315037682795;
2022-10-09_17:22:46.574;47.19721865054588;18.194105472152433;
2022-10-09_17:22:47.558;47.19721834069332;18.19390728011435;
2022-10-09_17:22:48.565;47.19722567381002;18.19370500778061;
2022-10-09_17:22:49.559;47.197238858812575;18.19349589582694;
2022-10-09_17:22:50.564;47.19724986107901;18.193290644521348;
2022-10-09_17:22:51.569;47.197256829108035;18.193081936052103;
2022-10-09_17:22:52.543;47.19726122119044;18.192868502979103;
2022-10-09_17:22:53.558;47.19726244063314;18.192659240469517;
2022-10-09_17:22:54.563;47.19726591927558;18.19244733519318;
2022-10-09_17:22:55.562;47.19727273663593;18.19223658624209;
2022-10-09_17:22:56.565;47.1972797402244;18.192029575800817;
2022-10-09_17:22:57.563;47.197287782581704;18.191827592378036;
2022-10-09_17:22:58.562;47.19729458396563;18.191622913131063;
2022-10-09_17:22:59.558;47.19730039405096;18.19140482793439;
2022-10-09_17:23:00.566;47.19730466302091;18.19118606385798;
2022-10-09_17:23:01.563;47.19731174410477;18.190954360915498;
2022-10-09_17:23:02.566;47.197327283232916;18.190730490754444;
2022-10-09_17:23:03.557;47.19733562132853;18.190514405374543;
2022-10-09_17:23:04.562;47.19734484215055;18.190284442501238;
2022-10-09_17:23:05.559;47.197356026205924;18.190062316911547;
2022-10-09_17:23:06.561;47.19736849272505;18.18984783220411;
2022-10-09_17:23:07.556;47.19737570351703;18.189627506960935;
2022-10-09_17:23:08.560;47.19738367408098;18.189396963152095;
2022-10-09_17:23:09.572;47.197387683604894;18.18917103311113;
2022-10-09_17:23:10.562;47.197393597270725;18.18895416934226;
2022-10-09_17:23:11.576;47.19740641549392;18.188740103392195;
2022-10-09_17:23:12.561;47.19741700744343;18.18852213632322;
2022-10-09_17:23:13.555;47.19743693961506;18.188312898628514;
2022-10-09_17:23:14.559;47.197473450431865;18.188105916939865;
2022-10-09_17:23:15.561;47.19752222979172;18.187892833443588;
2022-10-09_17:23:16.563;47.197576646970404;18.187690356974485;
2022-10-09_17:23:17.561;47.19762944964489;18.18749703724961;
2022-10-09_17:23:18.559;47.19768688939972;18.187320093516746;
2022-10-09_17:23:19.560;47.19774196449515;18.187155655026533;
2022-10-09_17:23:20.562;47.19778579712836;18.18700272303184;
2022-10-09_17:23:21.561;47.19783018001908;18.186851772420546;
2022-10-09_17:23:22.563;47.19786330269844;18.186708349136186;
2022-10-09_17:23:23.549;47.197888206959036;18.186581549665913;
2022-10-09_17:23:24.563;47.19790526270332;18.186465369589367;
2022-10-09_17:23:25.564;47.19790905704484;18.18636396254213;
2022-10-09_17:23:26.560;47.197916952605055;18.186281873106317;
2022-10-09_17:23:27.552;47.19791220599846;18.18621442807424;
2022-10-09_17:23:28.559;47.19790875742392;18.186158448613668;
2022-10-09_17:23:29.566;47.197915148990305;18.186109177701756;
2022-10-09_17:23:30.559;47.19793292472903;18.18605867544843;
2022-10-09_17:23:31.557;47.197949779294966;18.185998651938924;
2022-10-09_17:23:32.563;47.19798193481398;18.185945797121917;
2022-10-09_17:23:33.560;47.1980010936892;18.185854365324985;
2022-10-09_17:23:34.568;47.19801171020685;18.185754976868417;
2022-10-09_17:23:35.564;47.198014730395066;18.185647314924516;
2022-10-09_17:23:36.562;47.19803173073052;18.18552186383771;
2022-10-09_17:23:37.561;47.19805234573943;18.185402777034444;
2022-10-09_17:23:38.562;47.198072739964815;18.185273203014763;
2022-10-09_17:23:39.559;47.198087522481664;18.185133216348632;
